filename	link	title	abstract	keywords	entity_per_paragraphs	entity_per_tokens
PR05903948-CC.pdf	PR05903948-CC.pdf	Charge Localization from Local Destruction of Antiferromagnetic Correlation in Zn-doped YBa 2 Cu 3 O 7−δ 	"The in-plane normal-state resistivity of Zn-doped YBa2Cu3O 7−δ single crystals is measured down to low temperatures by suppressing superconductivity with magnetic fields up to 18 T. Substitution of Cu with Zn in the CuO2 planes is found to induce carrier localization at low temperatures in ""clean"" samples with kF l > 5, where the mean free path l is larger than the electron wave length and thus localization is not normally expected. The destruction of the local antiferromagnetic correlation among Cu spins by Zn is discussed to be the possible origin of this unusual charge localization. "		3.23529411764706	70.9636363636364
PR06013094-CC.pdf	PR06013094-CC.pdf	Pressure effects on the superconducting properties of YBa 2 Cu 4 O 8 	Measurements of the magnetization under high hydrostatic pressure (up to 10.2 kbar) in YBa2Cu4O8 were carried out. From the scaling analysis of the magnetization data the pressure induced shifts of the transition temperature Tc, the volume V and the anisotropy γ have been ob- tained. It was shown that the pressure induced relative shift of Tc mirrors essentially that of the anisotropy. This observation uncovers a novel generic property of anisotropic type II superconduc- tors, that inexistent in the isotropic case. 		6.63636363636364	34.958904109589
PR0446999-CC.pdf	PR0446999-CC.pdf		We have studied both single and polycrystalline samples of Eu 1−x K x Fe 2 As 2 with x= 0, 0.35, 0.45 and 0.5 by means of electrical resistivity, susceptibility as well as specific heat measurements. Above 40 K, the susceptibility of single crystalline EuFe 2 As 2 , measured in fields applied along and perpendicular to the c-axis, is isotropic. In addition to the antiferromagnetic (AFM) spin density wave (SDW) transition at 190 K associated with the FeAs layers, the compound undergoes another magnetic phase transition at 19 K due to AFM ordering of Eu 2+ moments. For x = 0.5, a well defined anomaly in the specific heat related to the superconducting (SC) transition at T c = 32 K confirms bulk superconductivity in this compound. The relative height of the specific-heat jump is larger than the BCS value indicating strong-coupling effects. 		8.81818181818182	21.5463917525773
PR04310568-CC.pdf	PR04310568-CC.pdf	Magnetic properties of Gd 1−x Pr x Ba 2 Cu 3 O 7−y single crystals . 	Magnetic properties were studied for the high quality Al-free orthorhombic Gd1−xPrxBa2Cu3O7−y single crystals (0 ≤ x ≤ 1.0) grown by the flux method. An indication on the interaction between the Pr and Cu(2) magnetic sublattices was found for Pr123. Different sign of magnetic anisotropy was established for the Pr and Gd ions at low T . It was also shown that superconductivity reported by Zou et al. [Phys. Rev. Lett. 80, 1074 (1998)] for Pr123 single crystals grown by TSZF method seems to be connected with partial substitution of Ba for the Pr-sites. 		2.90909090909091	31.40625
PR05914099-CC.pdf	PR05914099-CC.pdf	Coexistence of ferromagnetism and superconductivity in the hybrid ruthenate-cuprate compound RuSr 2 GdCu 2 O 8 studied by muon spin rotation (µSR) and DC-magnetization 	We have investigated the magnetic and the superconducting properties of the hybrid ruthenate- cuprate compound RuSr2GdCu2O8 by means of zero-field muon spin rotation-(ZF-µSR) and DC magnetization measurements. The DC-magnetisation data establish that this material exhibits ferromagnetic order of the Ru-moments (µ(Ru) ≈ 1 µB) below TCurie = 133 K and becomes su- perconducting at a much lower temperature Tc = 16 K. The ZF-µSR experiments indicate that the ferromagnetic phase is homogeneous on a microscopic scale and accounts for most of the sample volume. They also suggest that the magnetic order is not significantly modified at the onset of superconductivity. 		5.93548387096774	43.8532608695652
PR05514152-CC.pdf	PR05514152-CC.pdf	In-plane optical response of Bi 2 Sr 2 CuO 6 	We report on infrared reflectivity measurements of the ab-plane response of superconducting Bi 2 Sr 2 CuO 6 single crystals. The frequency dependent con- ductivity has a maximum near 500 cm −1 at room temperature, which shifts to lower frequency and merges with a Drude peak below 100 K. We attribute the unusual behavior of the mid-infrared conductivity to low frequency tran- sitions between electronic bands of mainly BiO character near the M point. The linear temperature dependence of the low-frequency resistivity can be followed down to approximately 40 K where it saturates. 		3.16666666666667	57.3333333333333
PR05511832-CC.pdf	PR05511832-CC.pdf		Using a mean-field BCS-like approach on the bidimensional extended Hubbard Hamiltonian we calculate the superconducting transition temperature T c as a func- tion of the hole content n h . This method can be used to determine the critical temperatures T c either for the extended − s wave or d wave symmetry. We can also describe the pressure effects on T c by introducing the assumption that it induces a change in the magnitude V of the attractive potential. This assumption yields an explanation for the intrinsic term, and together with the well known change in n h , we set the critical temperature as T c = T c (n h (P ), V (P ). Then, we obtain a general expansion of T c in terms of the pressure P and the hole content n h . We apply this expansion to the T l 0.5 P b 0.5 Sr 2 Ca 1−x Y x Cu 2 O 7 system (0.0 ≤ x ≤ 0.35) and our results provide a good fitting for the experimental data for the variation of T c with the pressure P and n h . 		2.1	61.6984126984127
PR05713422-CC.pdf	PR05713422-CC.pdf	Systematic behaviour of the in-plane penetration depth in d-wave cuprates 	We report the temperature T and oxygen concentration dependences of the penetration depth of grain-aligned YBa2Cu3O 7−δ with δ= 0.0, 0.3 and 0.43. The values of the in-plane λ ab (0) and out- of-plane λc(0) penetration depths, the low temperature linear term in λ ab (T), and the ratio λc(0) /λ ab (T) were found to increase with increasing δ. The systematic changes of the linear term in λ ab (T) with Tc found here and in recent work on HgBa2Can−1CunO 2n+2+δ (n = 1 and 3) 1 are discussed. 		7.15384615384615	39.6129032258064
PR05907184-CC.pdf	PR05907184-CC.pdf	Temperature Evolution of the Pseudogap State in the Infra-Red Response of Underdoped La 2−x Sr x CuO 4 	The ab-plane optical spectra of two single crystals of underdoped La2−xSrxCuO4 were investigated. The reflectivity of La1.87Sr0.13CuO4 has been measured in the frequency range 30 -9,000 cm −1 (0.004 -1 eV) both parallel and perpendicular to the CuO2 planes, whereas La1.86Sr0.14CuO4 was studied only in the ab-plane. The extended Drude model shows that the frequency-dependent effective scattering rate 1/τ (ω, T ) is strongly suppressed below the high-frequency straight-line ex- trapolation, a signature of the pseudogap state. This suppression can be seen from temperatures below the superconducting transition up to 400 K. In the case of underdoped LSCO the straight-line extrapolation is temperature independent below 200 K, whereas above 200 K there is a strong tem- perature dependence of the high-frequency 1/τ (ω, T ). The out-of-plane direction is also examined for evidence of the pseudogap state. 		3	36.0625
PR06114350-CC.pdf	PR06114350-CC.pdf	Impurity scattering effects on the low-temperature specific heat of d-wave superconductors 	Very recently impurity scattering effects on quasiparticles in d-wave superconductors have attracted much attention. Especially, the thermodynamic properties in magnetic fields H are of interest. We have measured the low-temperature specific heat C(T,H) of La 1.78 Sr 0.22 Cu 1-x Ni x O 4 . For the first time, the impurity scattering effects on C(T,H) of cuprate superconductors were clearly observed, and are compared with theory of d-wave superconductivity. It is found that impurity scattering leads to g(H)=g(0)(1+D´(H/H c2 )´ln(H c2 /H) in small magnetic fields. Most amazingly, the scaling of C(T,H) breaks down due to impurity scattering. 		3.73333333333333	60.8035714285714
PR05814617-CC.pdf	PR05814617-CC.pdf	Anisotropic in-plane thermal conductivity of single-crystal YBa 2 Cu 4 O 8 	We report measurements of the in-plane thermal conductivity (κ) of YBa2Cu4O8 (Y-124) single crystals in the temperature range 4K ≤ T ≤ 300K and compare them with previous results on YBa2Cu3O6+x (Y-123). For transport perpendicular to the CuO chains, κa(300K) ≃ 10W/mK, and along the chains, κ b (300K) ≃ 40W/mK. The temperature dependence of κ for both transport directions is much stronger than in YBa2Cu3O6+x (Y-123), indicative of substantially superior lattice heat conduction in Y-124, and resulting in maximum values for κ at T ∼ 20K exceeding 200W/mK. The data imply a surprisingly large anisotropy in the lattice conduction. κa and κ b are enhanced in the superconducting state as in other cuprates. The magnitude and anisotropy of the enhancement are discussed and compared to those of Y-123. 		5.47368421052632	37.4519230769231
PR05909642-CC.pdf	PR05909642-CC.pdf	Doping Dependence of the Pseudogap in La 2−x Sr x CuO 4 	We report the results of Raman scattering experiments on single crystals of La2−xSrxCuO4 that span the range from underdoped (x = 0.10) to overdoped (x =0.22). The spectra are consistent with the existence of a strong anisotropic quasiparticle interaction that results in a normal state depletion of spectral weight from regions of the Fermi surface located near the zone axes. The strength of the interaction decreases rapidly with increasing hole concentration and the spectral evidence for the pseudogap vanishes when the optimum doping level is reached. The results suggest that the pseudogap and superconducting gap arise from different mechanisms. 		2.55882352941176	61.6206896551724
PR06012475-CC.pdf	PR06012475-CC.pdf	Resistive upper critical fields and irreversibility lines of optimally-doped high-T c cuprates 	We present the resistively-determined upper critical field H ρ c2 (T ) and the irreversibility lines H ρ irr (T ) of various high-Tc cuprates, deduced from measurements in 61-T pulsed magnetic fields applied par- allel to the c axis. The shape of both H ρ c2 (T ) and H ρ irr (T ) depends monotonically on the anisotropy of the material and none of the samples show saturation of H ρ (T ) at low temperatures. The anoma- lous positive curvature, d 2 H ρ /dT 2 > 0, is the strongest in materials with the largest normal state anisotropy, regardless of whether anisotropy is varied by changing the carrier concentration or by comparing a variety of optimally-doped compounds. 		4.56521739130435	38.1238095238095
PR06014617-CC.pdf	PR06014617-CC.pdf	Effects of carrier concentration on the superfluid density of high-T c cuprates 	The absolute values and temperature, T, dependence of the in-plane magnetic penetration depth, λ ab , of La2−xSrxCuO4 and HgBa2CuO 4+δ have been measured as a function of carrier concentration. We find that the superfluid density, ρs, changes substantially and systematically with doping. The values of ρs(0) are closely linked to the available low energy spectral weight as determined by the electronic entropy just above Tc and the initial slope of ρs(T )/ρs(0) increases rapidly with carrier concentration. The results are discussed in the context of a possible relationship between ρs and the normal-state (or pseudo) energy gap. 		4.25	50.1176470588235
PR06114956-CC.pdf	PR06114956-CC.pdf	Carrier concentrations in Bi 2 Sr 2−z La z CuO 6+δ single crystals and their relation to Hall coefficient and thermopower 	"We measured the thermopower S and the Hall coefficients RH of Bi2Sr2−zLazCuO 6+δ (BSLCO) single crystals in a wide doping range, in an effort to identify the actual hole concentrations per Cu, p, in this system. It is found that the ""universal"" relation between the room-temperature thermopower and Tc does not hold in the BSLCO system. Instead, comparison of the temperature- dependent RH data with other cuprate systems is used as a tool to identify the actual p value. To justify this approach, we compare normalized RH(T ) data of BSLCO, La2−xSrxCuO4 (LSCO), YBa2Cu3Oy, and Tl2Ba2CuO 6+δ , and demonstrate that the RH(T ) data of the LSCO system can be used as a template for the estimation of p. The resulting phase diagram of p vs Tc suggests that Tc is anomalously suppressed in the underdoped samples, becoming zero at around p ≃ 0.10, while the optimum Tc is achieved at p ≃ 0.16 as expected. "		7.42105263157895	25.3120567375886
PR06103808-CC.pdf	PR06103808-CC.pdf	c-Axis Superfluid Response and Pseudogap in High-T c Superconductors 	To gain insight into the out-of-plane electrodynamics of high-Tc superconductors we have measured the absolute val- ues and temperature dependence of the c-axis magnetic pen- etration depth λc(T ) for two typical single layer high-Tc cuprates, La2−xSrxCuO4 and HgBa2CuO4+x as a function of doping. A distinct change in the behaviour of λc is observed near 0.20 holes/Cu, which is related to the opening of the normal state pseudogap. The variation of λc with doping is qualitatively similar to that of the in-plane component, λ ab , which suggests that the c-axis superfluid response is mainly governed by the superconducting condensation energy. The strong doping dependence of λc(0) for p < 0.20 provides an explanation for the discrepancies in the literature. 		4.85714285714286	42.3529411764706
PR05009672-CC.pdf	PR05009672-CC.pdf	Anomalous Behavior of the Complex Conductivity of Y 1−x Pr x Ba 2 Cu 3 O 7 Observed with THz Spectroscopy Typeset using REVT E X 	We have measured the electrodynamic properties of Y 1−x Pr x Ba 2 Cu 3 O 7 single crystal thin films as a function of temperature using coherent THz-time-domain spectroscopy. We obtain directly the complex conductivity σ = σ 1 + iσ 2 , the London penetration depth λ L , the plasma frequency ω p , and the quasiparticle scattering rate 1/τ . We find that 1/τ drops exponentially rapidly with T below the critical temperature in all the superconducting samples, implying that this behavior is a signature of high- T c superconductivity. The plasma frequency decreases with increasing Pr content, providing evidence that Pr depletes carriers, leaving the CuO planes underdoped. Both the conductivity in the THz region and the dc resistivity yield evidence for the opening of a spin gap above T c . 		3.03703703703704	39.9756097560976
L090137002-CC.pdf	L090137002-CC.pdf	Role of pair-breaking and phase fluctuations in c-axis tunneling in underdoped Bi 2 Sr 2 CaCu 2 O 8+δ 	The Josephson Plasma Resonance is used to study the c-axis supercurrent in the superconducting state of under- doped Bi2Sr2CaCu2O 8+δ with varying degrees of controlled point-like disorder, introduced by high-energy electron irradiation. As disorder is increased, the Josephson Plasma frequency decreases proportionally to the critical tem- perature. The temperature dependence of the plasma frequency does not depend on the irradiation dose, and is in quantitative agreement with a model for quantum fluctuations of the superconducting phase in the CuO2 layers. 		1.07692307692308	79.0714285714286
SSC1310125-CC.pdf	SSC1310125-CC.pdf	Proton incorporations and superconductivity in a cobalt oxyhydrate 	We report the evidence of proton incorporations in a newly-discovered cobalt oxy- hydrate superconductor. During the hydration process for Na 0.32 CoO 2 by the direct reaction with water liquid, it was shown that substantial NaOH was gradually lib- erated, indicating that H + is incorporated into the hydrated compound. Combined with the thermogravimetric analysis, the chemical composition of the typical sample is Na 0.22 H 0.1 CoO 2 • 0.85H 2 O, which shows bulk superconductivity at 4.4 K. 		3.59090909090909	40.3670886075949
Liu_2018_Supercond._Sci._Technol._31_125011-CC.pdf	Liu_2018_Supercond._Sci._Technol._31_125011-CC.pdf	Superconductivity in SnSb with natural superlattice structure 	We report the results of electrical resistivity, magnetic and thermodynamic measurements on polycrystalline SnSb, whose structure consists of stacks of Sb bilayers and Sn 4 Sb 3 septuple layers along the c-axis. The material is found to be a weakly coupled, fully gapped, type-II superconductor with a bulk T c of 1.50 K, while showing a zero resistivity transition at a significantly higher temperature of 2.48 K. The Sommerfeld coefficient and upper critical field, obtained from specific heat measurements, are 2.29 mJ mol −1 K −2 and 520 Oe, respectively. Compositional inhomogeneity and strain effect at the grain boundaries are proposed as possible origins for the difference in resistive and bulk superconducting transitions. In addition, a comparison with the rock-salt structure SnAs superconductor is presented. Our results provide the first clear evidence of bulk superconductivity in a natural superlattice derived from a topological semimetal. 		6.41666666666667	30.5064935064935
EPL0580589.pdf	EPL0580589.pdf	Absence of pseudogap in heavily overdoped Bi 2 Sr 2 CaCu 2 O 8+δ from tunneling spectroscopy of break junctions 	We report tunneling spectroscopy of superconductor-insulator-superconductor break junctions on heavily overdoped Bi2Sr2CaCu2O 8+δ with Tc = 56 K. At T Tc, the junction conductances display well-defined quasiparticle peaks at ±2∆ and in some cases a Josephson current at zero bias. Gap values as small as ∆ = 10.5 meV have been observed leading to 2∆/kTc near the BCS limit for d x 2 −y 2 pairing. Temperature dependence of the gap magnitude, ∆(T ), follows the BCS relation and both the quasiparticle gap and Josephson current vanish for T > Tc. Above Tc, the tunneling conductance shows a flat background without any indication of a pseudogap near the Fermi level. 		4.85714285714286	34.8921568627451
L088207005-CC.pdf	L088207005-CC.pdf	Evidence for a Transition in the Pairing Symmetry of the Electron-Doped Cuprates La 2−x Ce x CuO 4−y and Pr 2−x Ce x CuO 4−y 	We present measurements of the magnetic penetration depth, λ −2 (T ), in Pr2−xCexCuO4−y and La2−xCexCuO4−y films at three Ce doping levels, x, near optimal. Optimal and overdoped films are qualitatively and quantitatively different from underdoped films. For example, λ −2 (0) decreases rapidly with underdoping but is roughly constant above optimal doping. Also, λ −2 (T ) at low T is exponential at optimal and overdoping but is quadratic at underdoping. In light of other studies that suggest both d -and s-wave pairing symmetry in nominally optimally doped samples, our results are evidence for a transition from d -to s-wave pairing near optimal doping. 		4.22222222222222	37.6184210526316
L089147002-CC.pdf	L089147002-CC.pdf	Temperature Dependence of the Magnetic Penetration Depth in the Vortex State of the Pyrochlore Superconductor, Cd 2 Re 2 O 7 	We report transverse field and zero field muon spin rotation studies of the superconducting rhe- nium oxide pyrochlore, Cd2Re2O7. Transverse field measurements (H=0.007 T) show line broaden- ing below Tc, which is characteristic of a vortex state, demonstrating conclusively the type-II nature of this superconductor. The penetration depth is seen to level off below about 400 mK (T /Tc ∼ 0.4), with a rather large value of λ(T = 0) ∼ 7500Å. The temperature independent behavior below ∼ 400 mK is consistent with a nodeless superconducting energy gap. Zero-field measurements indicate no static magnetic fields developing below the transition temperature. 		3.05555555555556	54.1636363636364
APL0774202-CC.pdf	APL0774202-CC.pdf	Measurements of the absolute value of the penetration depth in high-T c superconductors using a tunnel diode resonator 	A method is presented to measure the absolute value of the London penetration depth, λ, from the frequency shift of a resonator. The technique involves coating a high-Tc superconductor (HTSC) with film of low -Tc material of known thickness and penetration depth. The method is applied to measure London penetration depth in YBa2Cu3O 7−δ (YBCO) Bi2Sr2CaCu2O 8+δ (BSCCO) and Pr1.85Ce0.15CuO 4−δ (PCCO). For YBCO and BSCCO, the values of λ(0) are in agreement with the literature values. For PCCO λ ≈ 2790Å, reported for the first time. 		2.8	53.5178571428571
EPL0410207-CC.pdf	EPL0410207-CC.pdf	Upper critical field in Ba 1−x K x BiO 3 : magnetotransport versus magnetotunneling 	Elastic tunneling is used as a powerful direct tool to determine the upper critical field Hc2(T ) in the high-Tc oxide Ba1−xKxBiO3. The temperature dependence of Hc2 inferred from the tunneling follows the Werthamer-Helfand-Hohenberg prediction for type-II superconductors. A comparison will be made with resistively determined critical field data. 		2.05263157894737	83.025641025641
1609.04957-CC.pdf	1609.04957-CC.pdf	Experimental evidence of T c enhancement without the influence of spin fluctuations: NMR study on LaFeAsO 1−x H x under a pressure of 3.0 GPa 	The electron-doped high-transition-temperature (Tc) iron-based pnictide superconductor LaFeAsO1−xHx has a unique phase diagram: Superconducting (SC) double domes are sandwiched by antiferromagnetic phases at ambient pressure and they turn into a single dome with a maximum Tc that exceeds 45K at a pressure of 3.0 GPa. We studied whether spin fluctuations are involved in increasing Tc under a pressure of 3.0 GPa by using the 75 As nuclear magnetic resonance (NMR) technique. The 75 As-NMR results for the powder samples show that Tc increases up to 48 K with- out the influence of spin fluctuations. This fact indicates that spin fluctuations are not involved in raising Tc, which implies that other factors, such as orbital degrees of freedom, may be important for achieving a high Tc of almost 50 K. 		11.4375	19.9453551912568
PhysRevX.9.021044-CC.pdf	PhysRevX.9.021044-CC.pdf	Normal State 17 O NMR Studies of Sr 2 RuO 4 under Uniaxial Stress 	"The effects of uniaxial compressive stress on the normal state 17 O nuclear-magnetic-resonance properties of the unconventional superconductor Sr 2 RuO 4 are reported. The paramagnetic shifts of both planar and apical oxygen sites show pronounced anomalies near the nominal a-axis strain ε aa ≡ ε v that maximizes the superconducting transition temperature T c . The spin susceptibility weakly increases on lowering the temperature below T ≃ 10 K, consistent with an enhanced density of states associated with passing the Fermi energy through a van Hove singularity. Although such a Lifshitz transition occurs in the γ band formed by the Ru d xy states hybridized with in-plane O p π orbitals, the large Hund's coupling renormalizes the uniform spin susceptibility, which, in turn, affects the hyperfine fields of all nuclei. We estimate this ""Stoner"" renormalization S by combining the data with first-principles calculations and conclude that this is an important part of the strain effect, with implications for superconductivity. "		1.22222222222222	189.969696969697
L093157004-CC.pdf	L093157004-CC.pdf	Pressure effects on the transition temperature and the magnetic field penetration depth in the pyrochlore superconductor RbOs 2 O 6 	We report magnetization measurements under high hydrostatic pressure in the newly discovered pyrochlore superconductor RbOs 2 O 6 (T c ≃ 6.3 K at p = 0). A pronounced and positive pressure effect (PE) on T c with dT c /dp = 0.090(1) K/kbar was observed, whereas no PE on the magnetic penetration depth λ was detected. The relative pressure shift of T c [d ln T c /dp ≃ 1.5 %/kbar] is comparable with the highest values obtained for highly underdoped high-temperature cuprate superconductors. Our results suggest that RbOs 2 O 6 is an adiabatic BCS-type superconductor. 		3.6	34.1111111111111
SSC1280097-CC.pdf	SSC1280097-CC.pdf	Studies on La 2-x Pr x Ca y Ba 2 Cu 4+y O z (x = 0.1 -0.5, y = 2x) type mixed oxide superconductors 	The La 2-x Pr x Ca y Ba 2 Cu 4+y O z (LaPrCaBCO) mixed oxides have been studied for their structural and superconducting properties using X-ray diffraction (XRD), d. c. resistivity, d. c. susceptibility and iodometric double titration. All the LaPrCaBCO samples for x = 0.1 -0.5, exhibit tetragonal crystalline structure with P 4/mmm space group as determined by Rietveld analysis of the X-ray diffraction data. With increasing x, enhancement in T c is observed, which is quite interesting for Pr substituted high T c oxides. Maximum T c ~ 58 K has been observed for x = 0.5 (La-2125 stoichiometry). The results of structural studies and superconducting property measurements are presented in light of increase in T c in LaPrCaBCO system with increasing Pr concentration. 		3.82352941176471	34.5692307692308
JPS081033701-CC.pdf	JPS081033701-CC.pdf	Microscopic Evidence of Direct Coupling between Magnetic and Superconducting Order Parameters in BaFe 2 (As 1−x P x ) 2 	The coexistence of magnetism and superconductivity in the isovalent-P-substituted BaFe 2 (As 1−x P x ) 2 has been investi- gated microscopically by 31 P-NMR measurements. We found that superconducting (SC) transition occurs in a magnetic region with static ordered moments and that the moments are reduced below the SC transition temperature T c in the samples near the phase boundary of magnetism and superconductivity. Our results indicate that magnetism and su- perconductivity coexist spatially but compete with each other on the same Fermi surfaces. The coexistence state is qualitatively different from that observed in other unconventional superconductors and gives a strict constraint on the theoretical model for superconductivity in BaFe 2 (As 1−x P x ) 2 . 		6.4	40.1875
