filename	sentence	link
Drozdov_etal_2015.superconductors.tei.xml	Numerous calculations support this idea and have predicted transition temperatures in the range 50-235 kelvin for many hydrides , but only a moderate T c of 17 kelvin has been observed experimentally .	0
Drozdov_etal_2015.superconductors.tei.xml	Here we investigate sulfur hydride , where a T c of 80 kelvin has been predicted .	1
Drozdov_etal_2015.superconductors.tei.xml	We find that this system transforms to a metal at a pressure of approximately 90 gigapascals.	0
Drozdov_etal_2015.superconductors.tei.xml	On cooling, we see signatures of superconductivity: a sharp drop of the resistivity to zero and a decrease of the transition temperature with magnetic field, with magnetic susceptibility measurements confirming a T c of 203 kelvin.	0
Drozdov_etal_2015.superconductors.tei.xml	Moreover, a pronounced isotope shift of T c in sulfur deuteride is suggestive of an electron-phonon mechanism of superconductivity that is consistent with the Bardeen-Cooper-Schrieffer scenario.	0
Drozdov_etal_2015.superconductors.tei.xml	We argue that the phase responsible for high-T c superconductivity in this system is likely to be H 3 S, formed from H 2 S by decomposition under pressure.	0
Drozdov_etal_2015.superconductors.tei.xml	These findings raise hope for the prospects for achieving room-temperature superconductivity in other hydrogen-based materials.	0
Drozdov_etal_2015.superconductors.tei.xml	A search for high-(room)-temperature conventional superconductivity is likely to be fruitful, as the Bardeen-Cooper-Schrieffer (BCS) theory in the Eliashberg formulation puts no apparent limits on T c .	0
Drozdov_etal_2015.superconductors.tei.xml	Materials with light elements are especially favourable as they provide high frequencies in the phonon spectrum.	0
Drozdov_etal_2015.superconductors.tei.xml	Indeed, many superconductive materials have been found in this way, but only a moderately high T c 5 39 K has been found in this search (in MgB 2 ; ref.	1
Drozdov_etal_2015.superconductors.tei.xml	11).	0
Drozdov_etal_2015.superconductors.tei.xml	Ashcroft turned attention to hydrogen, which has very high vibrational frequencies due to the light hydrogen atom and provides a strong electron-phonon interaction.	0
Drozdov_etal_2015.superconductors.tei.xml	Further calculations showed that metallic hydrogen should be a superconductor with a very high T c of about 100-240 K for molecular hydrogen, and of 300-350 K in the atomic phase at 500 GPa (ref. .	1
Drozdov_etal_2015.superconductors.tei.xml	However, superconductivity in pure hydrogen has not yet been found, even though a conductive and probably semimetallic state of hydrogen has been recently produced .	0
Drozdov_etal_2015.superconductors.tei.xml	Hydrogen-dominated materials such as covalent hydrides SiH 4 , SnH 4 , and so on might also be good candidates for showing high-T c superconductivity .	0
Drozdov_etal_2015.superconductors.tei.xml	Similarly to pure hydrogen, they have high Debye temperatures.	0
Drozdov_etal_2015.superconductors.tei.xml	Moreover, heavier elements might be beneficial as they contribute to the low frequencies that enhance electron-phonon coupling.	0
Drozdov_etal_2015.superconductors.tei.xml	Importantly, lower pressures are required to metallize hydrides in comparison to pure hydrogen.	0
Drozdov_etal_2015.superconductors.tei.xml	Ashcroft's general idea was supported in numerous calculations 7,10 predicting high values of T c for many hydrides.	0
Drozdov_etal_2015.superconductors.tei.xml	So far only a low T c (,17 K) has been observed experimentally .	0
Drozdov_etal_2015.superconductors.tei.xml	For the present study we selected H 2 S, because it is relatively easy to handle and is predicted to transform to a metal and a superconductor at a low pressure P < 100 GPa with a high T c < 80 K (ref. .	1
Drozdov_etal_2015.superconductors.tei.xml	Experimentally, H 2 S is known as a typical molecular compound with a rich phase diagram .	0
Drozdov_etal_2015.superconductors.tei.xml	At about 96 GPa, hydrogen sulphide transforms to a metal .	0
Drozdov_etal_2015.superconductors.tei.xml	The transformation is complicated by the partial dissociation of H 2 S and the appearance of elemental sulfur at P .	0
Drozdov_etal_2015.superconductors.tei.xml	27 GPa at room temperature, and at higher pressures at lower temperatures .	0
Drozdov_etal_2015.superconductors.tei.xml	Therefore, the metallization of hydrogen sulphide can be explained by elemental sulfur, which is known to become metallic above 95 GPa (ref. .	0
Drozdov_etal_2015.superconductors.tei.xml	No experimental studies of hydrogen sulphide are known above 100 GPa.	0
Drozdov_etal_2015.superconductors.tei.xml	In a typical experiment, we performed loading and the initial pressure increase at temperatures of ,200 K; this is essential for obtaining a good sample (Methods).	0
Drozdov_etal_2015.superconductors.tei.xml	The Raman spectra of H 2 S and D 2 S were measured as the pressure was increased, and were in general agreement with the literature data (Extended Data ).	0
Drozdov_etal_2015.superconductors.tei.xml	The sample starts to conduct at P < 50 GPa.	0
Drozdov_etal_2015.superconductors.tei.xml	At this pressure it is a semiconductor, as shown by the temperature dependence of the resistance and pronounced photoconductivity.	0
Drozdov_etal_2015.superconductors.tei.xml	At 90-100 GPa the resistance drops further, and the temperature dependence becomes metallic.	0
Drozdov_etal_2015.superconductors.tei.xml	No photoconductive response is observed in this state.	0
Drozdov_etal_2015.superconductors.tei.xml	It is a poor metal-its resistivity at ,100 K is r < 3 3 10 25 ohm m at 110 GPa and r < 3 3 10 27 ohm m at ,200 GPa.	0
Drozdov_etal_2015.superconductors.tei.xml	During the cooling of the metal at pressures of about 100 GPa ) the resistance abruptly drops by three to four orders of magnitude, indicating a transition to the superconducting state.	0
Drozdov_etal_2015.superconductors.tei.xml	At the next increase of pressure at low temperatures of T , 100 K, T c steadily increases with pressure.	0
Drozdov_etal_2015.superconductors.tei.xml	However, at pressures of .160 GPa, T c increases sharply .	0
Drozdov_etal_2015.superconductors.tei.xml	As higher temperatures of 150-250 K were involved in this pressure range, we supposed that the increase of T c and the decrease of sample resistance during warming ) could indicate a possible kinetic-controlled phase transformation.	0
Drozdov_etal_2015.superconductors.tei.xml	Therefore in further experiments, after loading and after the initial pressure increase at 200 K, we annealed all samples by heating them to room temperature (or above) at pressures of .,150 GPa , see also Extended Data ).	0
Drozdov_etal_2015.superconductors.tei.xml	This allowed us to obtain stable results, to compare different isotopes, to obtain the dependence of T c on pressure and magnetic field, and to prove the existence of superconductivity in our samples as follows.	0
Drozdov_etal_2015.superconductors.tei.xml	(We note that additional information on experimental conditions are given in the appropriate figure legends.) (1) There is a sharp drop in resistivity with cooling, indicating a phase transformation.	0
Drozdov_etal_2015.superconductors.tei.xml	The measured minimum resistance is at least as low, ,10 211 ohm m-about two orders of magnitude less than for pure copper (Extended Data Fig. 3e) measured at the same temperature 19 .	0
Drozdov_etal_2015.superconductors.tei.xml	(2) A strong isotope effect is observed: T c shifts to lower temperatures for sulfur deuteride, indicating phonon-assisted superconductivity (Fig. 2b, c).	0
Drozdov_etal_2015.superconductors.tei.xml	The BCS theory gives the dependence of T c on atomic mass m as T c / m 2a , where a < 0.5.	0
Drozdov_etal_2015.superconductors.tei.xml	Comparison of T c values in the pressure range P .	0
Drozdov_etal_2015.superconductors.tei.xml	170 GPa (Fig. 2c) gives a < 0.3.	0
Drozdov_etal_2015.superconductors.tei.xml	(3) T c shifts to lower temperatures with available magnetic field (B) up to	0
Drozdov_etal_2015.superconductors.tei.xml	Pressure and temperature effects on T c of sulfur hydride and sulfur deuteride.	0
Drozdov_etal_2015.superconductors.tei.xml	a, Changes of resistance and T c of sulfur hydride with temperature at constant pressure-the annealing process.	1
Drozdov_etal_2015.superconductors.tei.xml	The sample was pressurized to 145 GPa at 220 K and then cooled to 100 K. It was then slowly warmed at ,1 K min 21 ; T c 5 170 K was determined.	1
Drozdov_etal_2015.superconductors.tei.xml	At temperatures above ,250 K the resistance dropped sharply, and during the next temperature run T c increased to ,195 K. This T c remained nearly the same for the next two runs.	0
Drozdov_etal_2015.superconductors.tei.xml	(We note that the only point for sulfur deuteride presented in ref.	0
Drozdov_etal_2015.superconductors.tei.xml	9 was determined without sample annealing, and T c would increase after annealing at room temperature.	0
Drozdov_etal_2015.superconductors.tei.xml	) b, Typical superconductive steps for sulfur hydride (blue trace) and sulfur deuteride (red trace).	0
Drozdov_etal_2015.superconductors.tei.xml	The data were acquired during slow warming over a time of several hours.	0
Drozdov_etal_2015.superconductors.tei.xml	T c is defined here as the sharp kink in the transition to normal metallic behaviour.	0
Drozdov_etal_2015.superconductors.tei.xml	These curves were obtained after annealing at room temperature as shown in a. c, Dependence of T c on pressure; data on annealed samples are presented.	0
Drozdov_etal_2015.superconductors.tei.xml	Open coloured points refer to sulfur deuteride, and filled points to sulfur hydride.	0
Drozdov_etal_2015.superconductors.tei.xml	Data shown as the magenta point were obtained in magnetic susceptibility measurements .	0
Drozdov_etal_2015.superconductors.tei.xml	The lines indicate that the plots are parallel at pressures above ,170 GPa (the isotope shift is constant) but strongly deviate at lower pressures.	0
Drozdov_etal_2015.superconductors.tei.xml	Temperature dependence of the resistance of sulfur hydride measured at different pressures, and the pressure dependence of T c .	0
Drozdov_etal_2015.superconductors.tei.xml	a, Main panel, temperature dependence of the resistance (R) of sulfur hydride at different pressures.	0
Drozdov_etal_2015.superconductors.tei.xml	The pressure values are indicated near the corresponding plots.	0
Drozdov_etal_2015.superconductors.tei.xml	At first, the sample was loaded at T < 200 K and the pressure was increased to ,100 GPa; the sample was then cooled down to 4 K. After warming to ,100 K, pressure was further increased.	0
Drozdov_etal_2015.superconductors.tei.xml	Plots at pressures ,135 GPa have been scaled (reduced) as follows-105 GPa, by 10 times; 115 GPa and 122 GPa, by 5 times; and 129 GPa by 2 times-for easier comparison with the higher pressure steps.	0
Drozdov_etal_2015.superconductors.tei.xml	The resistance was measured with a current of 10 mA. Bottom panel, the resistance plots near zero.	0
Drozdov_etal_2015.superconductors.tei.xml	The resistance was measured with four electrodes deposited on a diamond anvil that touched the sample (top panel inset).	0
Drozdov_etal_2015.superconductors.tei.xml	The diameters of the samples were ,25 mm and the thickness was ,1 mm.	0
Drozdov_etal_2015.superconductors.tei.xml	b, Blue round points represent values of T c determined from a. Other blue points (triangles and half circles) were obtained in similar runs.	0
Drozdov_etal_2015.superconductors.tei.xml	Measurements at P .,160 GPa revealed a sharp increase of T c .	0
Drozdov_etal_2015.superconductors.tei.xml	In this pressure range the R(T) measurements were performed over a larger temperature range up to 260 K, the corresponding experimental points for two samples are indicated by adding a pink colour to half circles and a centred dot to filled circles.	0
Drozdov_etal_2015.superconductors.tei.xml	These points probably reflect a transient state for these particular P/T conditions.	0
Drozdov_etal_2015.superconductors.tei.xml	Further annealing of the sample at room temperature would require stabilizing the sample .	0
Drozdov_etal_2015.superconductors.tei.xml	Black stars are calculations from ref. .	0
Drozdov_etal_2015.superconductors.tei.xml	Dark yellow points are T c values of pure sulfur obtained with the same four-probe electrical measurement method.	0
Drozdov_etal_2015.superconductors.tei.xml	They are consistent with literature data 30 (susceptibility measurements) but have higher values at P .	0
Drozdov_etal_2015.superconductors.tei.xml	200 GPa.	0
Drozdov_etal_2015.superconductors.tei.xml	G2015 Macmillan Publishers Limited.	0
Drozdov_etal_2015.superconductors.tei.xml	All rights reserved .	0
Drozdov_etal_2015.superconductors.tei.xml	Much higher fields are required to destroy the superconductivity: extrapolation of T c (B) gives an estimate of a critical magnetic field as high as 70 T ).	0
Drozdov_etal_2015.superconductors.tei.xml	(4) Finally, in magnetic susceptibility measurement () a sharp transition from the diamagnetic to the paramagnetic state (was observed for zero-field-cooled (ZFC) material.	0
Drozdov_etal_2015.superconductors.tei.xml	The onset temperature of the superconducting state T onset 5 203(1) K, and the width of the superconducting transition is nearly the same as in electrical measurements .	0
Drozdov_etal_2015.superconductors.tei.xml	Magnetization measurements M(H), where H is magnetic field, at different temperatures () revealed a pronounced hysteresis indicating type II superconductivity with the first critical field H c1 < 30 mT. The magnetization decreases sharply at temperatures above 200 K showing the onset of superconductivity at 203.5 K, in agreement with the susceptibility measurements .	0
Drozdov_etal_2015.superconductors.tei.xml	A list of key properties of the new superconductor is given in Methods.	0
Drozdov_etal_2015.superconductors.tei.xml	We have presented purely experimental evidence of superconductivity in sulfur hydride.	0
Drozdov_etal_2015.superconductors.tei.xml	However the particular compound responsible for the high T c is not obvious.	0
Drozdov_etal_2015.superconductors.tei.xml	The superconductivity measured in the	0
Drozdov_etal_2015.superconductors.tei.xml	Temperature dependence of the resistance of sulfur hydride in different magnetic fields.	0
Drozdov_etal_2015.superconductors.tei.xml	a, The shift of the ,60 K superconducting transition in magnetic fields of 0-7 T (colour coded).	0
Drozdov_etal_2015.superconductors.tei.xml	The upper and lower parts of the transition are shown enlarged in the insets (axes as in main panel).	0
Drozdov_etal_2015.superconductors.tei.xml	The temperature dependence of the resistance without an applied magnetic field was measured three times: before applying the field, after applying 1, 3, 5, 7 T and finally after applying 2, 4, 6 T (black, grey and dark grey colours).	0
Drozdov_etal_2015.superconductors.tei.xml	b, The same measurements but for the 185 K superconducting transition.	0
Drozdov_etal_2015.superconductors.tei.xml	c, The temperature dependence of the critical magnetic field strengths of sulfur hydride.	0
Drozdov_etal_2015.superconductors.tei.xml	T c (black points deduced from a, b) are plotted for the corresponding magnetic fields.	0
Drozdov_etal_2015.superconductors.tei.xml	To estimate the critical magnetic field H c , the plots were extrapolated to high magnetic fields using the formula H c (T) 5 H c0 (1 2 (T/ T c ) 2 ).	0
Drozdov_etal_2015.superconductors.tei.xml	The extrapolation has been done with 95% confidence (band shown as grey lines).	0
Drozdov_etal_2015.superconductors.tei.xml	Magnetization measurements.	0
Drozdov_etal_2015.superconductors.tei.xml	a, Temperature dependence of the magnetization of sulfur hydride at a pressure of 155 GPa in zero-field cooled (ZFC) and 20 Oe field cooled (FC) modes (black circles).	1
Drozdov_etal_2015.superconductors.tei.xml	The onset temperature is T onset 5 203(1) K. For comparison, the superconducting step obtained for sulfur hydride from electrical measurements at 145 GPa is shown by red circles.	1
Drozdov_etal_2015.superconductors.tei.xml	Resistivity data (T onset 5 195 K) were scaled and moved vertically to compare with the magnetization data.	1
Drozdov_etal_2015.superconductors.tei.xml	Inset, optical micrograph of a sulfur hydride sample at 155 GPa in a CaSO 4 gasket (scale bar 100 mm).	1
Drozdov_etal_2015.superconductors.tei.xml	The high T onset 5 203 K measured from the susceptibility can be explained by a significant input to the signal from the periphery of the sample which expanded beyond the culet where pressure is smaller than in the culet centre (T c increases with decreasing pressure ).	1
Drozdov_etal_2015.superconductors.tei.xml	b, Non-magnetic diamond anvil cell (DAC) of diameter 8.8 mm.	0
Drozdov_etal_2015.superconductors.tei.xml	c, Magnetization measurements M(H) of sulfur hydride at a pressure of 155 GPa at different temperatures (given as curve labels).	1
Drozdov_etal_2015.superconductors.tei.xml	The magnetization curves show hysteresis, indicating a type II superconductor.	0
Drozdov_etal_2015.superconductors.tei.xml	The magnetization curves are however distorted by obvious paramagnetic input (which is also observed in other superconductors ).	0
Drozdov_etal_2015.superconductors.tei.xml	In our case, the paramagnetic signal is probably from the DAC, but further study of the origin of this input is required.	0
Drozdov_etal_2015.superconductors.tei.xml	The paramagnetic background increases when temperature is decreased.	0
Drozdov_etal_2015.superconductors.tei.xml	The minima of the magnetization curves (,35 mT) are the result of the diamagnetic input from superconductivity and the paramagnetic background.	0
Drozdov_etal_2015.superconductors.tei.xml	The first critical field H c1 < 30 mT can be roughly estimated as the point where magnetization deviates from linear behaviour.	0
Drozdov_etal_2015.superconductors.tei.xml	At higher fields, magnetization increases due to the penetration of magnetic vortexes.	0
Drozdov_etal_2015.superconductors.tei.xml	As the sign of the field change reverses, the magnetic flux in the Shubnikov phase remains trapped and therefore the back run (that is, with decreasing field) is irreversible-the returning branch of the magnetic cycle (shown by filled points) runs above the direct one.	0
Drozdov_etal_2015.superconductors.tei.xml	Hysteretic behaviour of the magnetization becomes more clearly visible as the temperature decreases.	0
Drozdov_etal_2015.superconductors.tei.xml	d, At high temperatures T .	0
Drozdov_etal_2015.superconductors.tei.xml	200 K, the magnetization decreases sharply.	0
Drozdov_etal_2015.superconductors.tei.xml	e, Extrapolation of the pronounced minima at the magnetization curves to higher temperatures gives the onset of superconductivity at T 5 203.5 K.	0
Drozdov_etal_2015.superconductors.tei.xml	low-temperature runs possibly relates to H 2 S, as it is generally consistent with calculations 10 for H 2 S: both the value of T c < 80 K and its pressure behaviour.	1
